City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,novosibirsk,55.0411,82.9344,283.76,100,23,0.0,RU,1691621285
364,massa lubrense,40.6053,14.3667,294.88,82,0,0.51,IT,1691621348
365,chonchi,-42.6128,-73.8092,283.77,92,100,3.83,CL,1691621295
366,mount pearl,47.5166,-52.7813,285.9,89,100,5.66,CA,1691621348
367,pacific grove,36.6177,-121.9166,297.25,81,0,5.66,US,1691621331
368,xincheng,33.6333,115.1833,298.63,87,8,1.96,CN,1691621348
369,inongo,-1.95,18.2667,294.46,81,82,2.91,CD,1691621349
370,kavaratti,10.5669,72.642,301.22,75,100,7.43,IN,1691621349
371,mimizan,44.2006,-1.2289,298.41,48,59,3.32,FR,1691621349
372,nabire,-3.3667,135.4833,299.38,76,54,1.52,ID,1691621349
373,orsta,62.2029,6.1272,284.46,93,100,0.51,NO,1691621349
374,nizhniye sergi,56.6614,59.3033,287.91,82,80,1.14,RU,1691621350
375,tete,-16.1564,33.5867,295.2,53,40,3.6,MZ,1691621351
376,kulhudhuffushi,6.6221,73.07,300.99,78,100,6.9,MV,1691621351
377,coro,11.4045,-69.6734,302.37,73,31,8.4,VE,1691621351
378,zaozersk,69.4005,32.4476,291.39,76,0,1.81,RU,1691621351
379,howard springs,-12.497,131.047,297.1,62,70,4.78,AU,1691621351
380,canon city,38.441,-105.2424,305.04,32,0,4.63,US,1691621352
381,troitsk,54.0979,61.5773,287.6,85,31,1.34,RU,1691621352
382,coquimbo,-29.9533,-71.3436,288.0,82,100,2.06,CL,1691621352
383,idri,27.5,13.2667,300.68,28,0,4.67,LY,1691621352
384,vanino,49.0869,140.2543,290.08,78,100,2.11,RU,1691621352
385,la ronge,55.1001,-105.2842,294.27,43,40,5.66,CA,1691621352
386,tapiramuta,-11.8472,-40.7914,290.69,80,18,3.35,BR,1691621353
387,puerto aysen,-45.4,-72.7,280.4,100,100,0.83,CL,1691621295
388,luena,-11.7833,19.9167,287.76,39,0,2.07,AO,1691621174
389,vozhega,60.4725,40.2213,288.12,94,2,2.3,RU,1691621353
390,saudarkrokur,65.7461,-19.6394,279.39,86,73,4.7,IS,1691621353
391,martapura,-3.4167,114.85,294.2,100,44,0.51,ID,1691621354
392,burang,30.25,81.1667,284.34,89,100,1.48,CN,1691621354
393,la paz,-16.5,-68.15,288.14,22,20,4.12,BO,1691621224
394,arteche,12.2645,125.4048,301.25,77,100,3.44,PH,1691621354
395,pariaman,-0.619,100.12,298.18,92,68,3.21,ID,1691621354
396,carbonear,47.7332,-53.2148,286.62,88,100,5.02,CA,1691621355
397,lata,40.1629,-8.3327,288.98,96,0,0.82,PT,1691621355
398,marsabit,2.3284,37.9899,290.55,67,28,10.18,KE,1691621355
399,san andres,12.5847,-81.7006,303.16,74,20,3.09,CO,1691621134
400,turan,16.0678,108.2208,303.14,58,0,0.51,VN,1691621355
401,leticia,-4.2153,-69.9406,304.18,66,20,1.54,CO,1691621355
402,ust'-uda,54.1742,103.0304,289.52,93,100,2.3,RU,1691621356
403,vorgashor,67.5833,63.95,280.3,91,23,3.36,RU,1691621356
404,kourou,5.1552,-52.6478,301.18,85,14,4.38,GF,1691621356
405,congonhas,-20.4997,-43.8578,288.61,87,47,1.99,BR,1691621356
406,nemuro,43.3236,145.575,292.26,99,100,5.8,JP,1691621356
407,yangambi,0.8102,24.4336,295.04,86,66,0.88,CD,1691621356
408,mobaye,4.319,21.1786,294.42,98,99,0.17,CF,1691621357
409,lodja,-3.4833,23.4333,296.67,58,21,1.36,CD,1691621357
410,palapag,12.5458,125.1147,300.64,82,100,4.01,PH,1691621357
411,camiri,-20.05,-63.5167,296.03,43,0,0.0,BO,1691621357
412,hasaki,35.7333,140.8333,302.37,79,73,4.46,JP,1691621337
413,williams lake,52.1415,-122.1445,295.96,60,75,5.14,CA,1691621357
414,bijawar,24.6333,79.5,297.19,83,95,4.05,IN,1691621358
415,maragogi,-9.0122,-35.2225,297.1,76,7,4.99,BR,1691621358
416,kuanda,56.3161,116.0806,294.17,60,88,2.58,RU,1691621358
417,gadzhiyevo,69.2551,33.3362,291.2,75,0,2.81,RU,1691621358
418,toro,4.6117,-76.0814,301.75,86,39,2.32,CO,1691621358
419,tucurui,-3.7661,-49.6725,300.08,66,46,1.16,BR,1691621283
420,mabaruma,8.2,-59.7833,298.06,94,100,2.84,GY,1691621359
421,lethem,3.3803,-59.7968,302.43,64,93,1.47,GY,1691621359
422,yermentau,51.6214,73.1069,292.81,46,95,3.52,KZ,1691621359
423,chontalpa,17.7,-93.5167,305.75,65,26,1.62,MX,1691621359
424,gorgan,36.8387,54.4348,297.13,73,0,0.0,IR,1691621359
425,hardeeville,32.2871,-81.0807,306.19,73,51,2.45,US,1691621359
426,magistral'nyy,56.1725,107.4458,290.16,99,100,1.87,RU,1691621360
427,baishishan,43.5833,127.5667,292.98,97,100,1.22,CN,1691621360
428,mendoza,-32.8908,-68.8272,288.89,25,0,2.57,AR,1691621283
429,melekeok village,7.4957,134.6367,300.46,83,75,2.57,PW,1691621360
430,island harbour,50.724,-1.2758,290.08,91,0,1.71,GB,1691621360
431,hammerfest,70.6634,23.6821,294.4,68,3,1.03,NO,1691621361
432,virginia,37.5481,-77.4467,304.14,56,75,4.12,US,1691621108
433,floro,61.5996,5.0328,283.19,93,75,6.17,NO,1691621361
434,zemio,5.0314,25.1361,293.61,99,100,1.22,CF,1691621361
435,iringa,-7.7667,35.7,287.19,68,36,5.09,TZ,1691621361
436,sillamae,59.3997,27.7547,287.6,75,28,3.42,EE,1691621361
437,caorle,45.5966,12.8758,294.13,83,100,4.87,IT,1691621362
438,cantley,53.5,-1.05,293.44,81,38,0.73,GB,1691621362
439,dhuusamarreeb,5.535,46.3861,296.39,73,56,8.57,SO,1691621362
440,kyzylorda,44.8528,65.5092,296.16,53,20,3.0,KZ,1691621362
441,ulaangom,49.9811,92.0667,288.89,64,88,3.2,MN,1691621362
442,kristiansund,63.1115,7.732,284.51,93,100,0.0,NO,1691621363
443,kilindoni,-7.9139,39.6668,297.59,75,0,8.17,TZ,1691621363
444,indre arna,60.4247,5.4764,284.19,1,100,1.83,NO,1691621363
445,corinto,37.9407,22.9573,297.53,65,1,1.21,GR,1691621363
446,castillos,-34.1667,-53.8333,288.06,87,66,5.5,UY,1691621363
447,arvayheer,46.2639,102.775,288.65,71,5,1.98,MN,1691621363
448,berdigestyakh,62.0989,126.6992,291.05,49,11,4.24,RU,1691621363
449,wangqing,43.3218,129.7634,292.66,98,100,1.17,CN,1691621364
450,kapuskasing,49.4169,-82.4331,295.2,77,100,1.54,CA,1691621364
451,figuig (centre),32.1089,-1.2286,305.77,16,37,2.73,MA,1691621364
452,undurkhaan,47.3194,110.6556,292.05,62,100,1.47,MN,1691621364
453,aleysk,52.4926,82.7822,289.95,54,65,3.28,RU,1691621364
454,tondano,1.3038,124.9112,297.2,90,76,2.22,ID,1691621365
455,quellon,-43.1167,-73.6167,283.29,100,100,4.12,CL,1691621271
456,cedeira,43.6797,-8.0209,293.92,80,2,5.11,ES,1691621365
457,mostaganem,35.9311,0.0892,299.31,63,2,2.3,DZ,1691621365
458,ampanihy,-24.7,44.75,290.21,95,6,4.07,MG,1691621365
459,lobujya,27.95,86.8167,278.0,89,96,0.7,NP,1691621366
460,labrador city,52.9463,-66.9114,286.1,94,100,3.6,CA,1691621366
461,tsarevo,42.1667,27.85,292.56,79,5,3.31,BG,1691621366
462,vlore,40.4667,19.4897,294.58,60,80,2.02,AL,1691621366
463,sitka,57.0531,-135.33,288.09,88,100,2.06,US,1691621366
464,ketchikan,55.3422,-131.6461,287.41,100,100,7.2,US,1691621184
465,xilin hot,43.9667,116.0333,291.61,72,1,1.75,CN,1691621367
466,holalkere,14.0333,76.1833,293.68,96,66,4.97,IN,1691621367
467,mesquite,32.7668,-96.5992,314.92,30,0,6.17,US,1691621106
468,walvis bay,-22.9575,14.5053,286.68,88,37,2.57,NA,1691621367
469,sydney,-33.8679,151.2073,289.99,60,0,3.58,AU,1691620892
470,mananara,-16.1667,49.7667,292.77,92,39,2.62,MG,1691621367
471,arraial do cabo,-22.9661,-42.0278,294.01,83,53,8.62,BR,1691621176
472,belyy yar,53.6039,91.3903,290.09,82,0,2.0,RU,1691621368
473,tangalle,6.024,80.7911,298.39,90,98,4.41,LK,1691621368
474,rio verde de mato grosso,-18.9181,-54.8442,302.41,31,7,1.54,BR,1691621368
475,paramonga,-10.6667,-77.8333,292.81,79,21,4.83,PE,1691621369
476,hailey,43.5196,-114.3153,301.37,29,0,3.09,US,1691621369
477,talachyn,54.4097,29.6917,285.26,77,6,2.2,BY,1691621369
478,bagaha,27.1,84.0833,298.72,96,98,0.9,IN,1691621369
479,sinabang,2.4803,96.3801,298.08,90,100,3.2,ID,1691621369
480,itaituba,-4.2761,-55.9836,306.24,58,20,1.54,BR,1691621370
481,hovd,48.0056,91.6419,289.52,68,85,0.55,MN,1691621370
482,tchintabaraden,15.8969,5.7985,303.18,54,8,5.16,NE,1691621370
483,kasempa,-13.4584,25.8338,289.6,33,0,3.96,ZM,1691621370
484,naxos,37.1056,25.3764,299.43,69,0,8.49,GR,1691621370
485,argo,37.6333,22.7333,297.47,74,19,1.12,GR,1691621349
486,oltu,40.5498,42.0013,295.05,60,4,1.44,TR,1691621370
487,kankaanpaa,61.8,22.4167,285.57,85,54,2.32,FI,1691621371
488,iskateley,67.6803,53.1512,283.91,88,26,2.41,RU,1691621371
489,ola,59.5833,151.2833,289.9,56,4,2.3,RU,1691621371
490,paragominas,-2.9667,-47.4833,299.29,71,92,1.91,BR,1691621371
491,rikaze,29.25,88.8833,286.97,63,48,1.17,CN,1691621371
492,yarmouth,41.7057,-70.2286,301.41,63,20,4.63,US,1691621372
493,toliara,-23.35,43.6667,293.05,83,0,6.16,MG,1691621372
494,montehermoso,40.0437,-6.3389,297.54,36,1,2.07,ES,1691621373
495,shemysheyka,52.892,45.3928,292.09,57,56,1.72,RU,1691621373
496,strelka,58.0728,93.0344,285.82,95,34,1.17,RU,1691621373
497,puerto deseado,-47.7503,-65.8938,282.68,76,96,5.61,AR,1691621374
498,rabo de peixe,37.8,-25.5833,295.88,100,75,3.6,PT,1691621374
499,misratah,32.3754,15.0925,299.11,62,0,2.87,LY,1691621374
500,kumbo,6.2,10.6667,288.16,97,100,1.29,CM,1691621374
501,nova xavantina,-14.6667,-52.35,300.82,23,2,0.69,BR,1691621374
502,skovorodino,53.9833,123.9167,293.5,59,31,0.36,RU,1691621375
503,bulayevo,54.9056,70.4439,288.72,66,32,3.33,KZ,1691621375
504,stornoway,58.2093,-6.3865,287.64,91,75,4.12,GB,1691621375
505,ajdabiya,30.7554,20.2263,299.01,56,0,4.68,LY,1691621375
506,sao joao da barra,-21.6403,-41.0511,295.2,85,58,4.93,BR,1691621123
507,carloforte,39.145,8.3058,294.93,82,0,4.11,IT,1691621375
508,slave lake,55.2834,-114.769,289.14,100,100,2.57,CA,1691621196
509,lyubinskiy,55.1542,72.6925,286.97,82,68,3.84,RU,1691621376
510,ndjole,-0.1783,10.7649,297.29,78,67,2.18,GA,1691621376
511,sur,22.5667,59.5289,303.89,62,100,2.44,OM,1691621376
512,benghazi,32.1167,20.0667,299.27,70,0,7.44,LY,1691621376
513,ambatondrazaka,-17.8333,48.4167,287.98,91,88,1.7,MG,1691621376
514,oak hill,37.9723,-81.1487,297.73,72,100,1.0,US,1691621376
515,phan rang-thap cham,11.5667,108.9833,299.53,70,3,1.72,VN,1691621376
516,homun,20.7333,-89.2833,307.43,47,36,4.24,MX,1691621377
517,yongchuan,29.3514,105.8947,300.85,84,80,0.78,CN,1691621377
518,viitasaari,63.0667,25.8667,288.34,79,86,0.91,FI,1691621377
519,ulladulla,-35.35,150.4667,290.98,42,99,5.61,AU,1691621377
520,el calafate,-50.3408,-72.2768,274.86,87,28,0.97,AR,1691621377
521,kurmuk,10.55,34.2833,292.85,96,100,1.88,SD,1691621378
522,maasin,10.1336,124.8447,300.93,78,100,2.82,PH,1691621378
523,lazaro cardenas,17.9583,-102.2,303.91,68,32,1.98,MX,1691621378
524,ruza,55.699,36.1952,286.08,82,47,2.36,RU,1691621378
525,usinsk,65.9939,57.5281,283.39,76,47,3.69,RU,1691621378
526,susuman,62.7833,148.1667,283.67,68,67,0.86,RU,1691621378
527,magadan,59.5667,150.8,289.56,59,35,1.54,RU,1691621379
528,tesanjka,44.6731,18.0128,289.85,63,96,0.9,BA,1691621379
529,inari,68.906,27.0288,291.26,92,19,0.84,FI,1691621379
530,morant bay,17.8815,-76.4093,303.94,79,8,3.42,JM,1691621379
531,bunia,1.5667,30.25,290.64,78,2,0.65,CD,1691621379
532,katsuren-haebaru,26.3369,127.8719,301.16,100,40,2.06,JP,1691621379
533,bemidji,47.4736,-94.8803,296.51,52,75,4.12,US,1691621092
534,maturin,9.75,-63.1767,297.06,100,99,1.03,VE,1691621380
535,vilyuysk,63.7553,121.6247,290.7,50,1,4.17,RU,1691621380
536,mata-utu,-13.2816,-176.1745,301.04,77,10,5.45,WF,1691621380
537,camaguey,21.3808,-77.9169,302.34,84,75,4.12,CU,1691621380
538,verdal,63.7933,11.4817,286.17,78,7,3.14,NO,1691621380
539,ambon,-3.6954,128.1814,299.75,95,100,5.92,ID,1691621084
540,puerto lempira,15.2667,-83.7667,301.23,74,75,5.14,HN,1691621380
541,huaicheng,23.9051,112.1931,298.4,97,100,0.33,CN,1691621381
542,tralee,52.2704,-9.7026,288.57,96,2,3.93,IE,1691621381
543,moorhead,46.8739,-96.7676,298.13,54,40,2.57,US,1691621092
544,rustenburg,-25.6676,27.2421,284.45,56,28,3.04,ZA,1691621381
545,yeppoon,-23.1333,150.7333,290.03,73,2,4.74,AU,1691621381
546,timaru,-44.4,171.25,279.86,37,14,3.58,NZ,1691621382
547,malaut,30.2167,74.4833,304.23,50,57,4.28,IN,1691621382
548,warrnambool,-38.3833,142.4833,282.22,74,76,8.51,AU,1691621382
549,bochum,51.4833,7.2167,288.12,74,4,3.58,DE,1691621382
550,bangassou,4.7413,22.8184,293.89,99,100,1.32,CF,1691621382
551,romsey,50.9891,-1.4999,290.36,87,20,2.06,GB,1691621382
552,mawlaik,23.6333,94.4167,297.78,100,100,0.5,MM,1691621382
553,ulsteinvik,62.3432,5.8487,284.76,92,100,3.13,NO,1691621383
554,barcelos,41.5388,-8.6151,294.73,87,33,1.21,PT,1691621296
555,beloyarskiy,63.7119,66.6722,282.28,87,9,2.51,RU,1691621383
556,pont rouge,48.8833,-72.0825,294.21,79,91,2.06,CA,1691621383
557,yeed,4.55,43.0333,297.71,61,99,9.05,SO,1691621383
558,puerto cabezas,14.0351,-83.3888,303.13,84,40,2.06,NI,1691621383
559,bende,5.5572,7.6368,295.4,97,73,1.65,NG,1691621384
560,medicine hat,50.0501,-110.6683,302.7,37,75,1.54,CA,1691621384
561,kodinsk,58.6881,99.1844,288.17,85,57,1.09,RU,1691621384
562,usol'ye,59.4268,56.6808,285.58,76,13,2.22,RU,1691621384
